,UID,CardTier,Name,Team,Element,Element2,Element3,Element4,Position,Position5,Monster,Monster Type,Wound,Speed,Catch,Carry,Elusiveness,Tackle,PassBlock,RunBlock,Impact,Impact6,Special Attack Name,Special Attack Description,Special Attack Element,Special Attack Type,Special Attack Stat,Special Attack Stat Value,Special Attack Stat Value Type,Special Attack Trigger,Immunity Name,Immunity Element
613,SE2R0658,2,Heinz Arobem,SewerBeast,Acid,"Banshed to the underground for centuries, the Sewer Beasts rise to win their freedom from the darkness and to rule over all men!",Acid fist: Melee attack dealing 2 wounds to your enemy when you tackle an enemy.,Acid Resistance: Immune to Acid effects.,1,R,Quick Rat Man,Fast3,30,3,0.6,0.77,0.06,0.12,0.06,0.01,0.01,,Acid fist,Melee attack dealing 2 wounds to your enemy when you tackle an enemy.,Acid,Buff,Wound,2,Number,Tackling,Acid Resistance,Acid
614,SE2S0659,2,Pigeon Rammegu,SewerBeast,Acid,"Banshed to the underground for centuries, the Sewer Beasts rise to win their freedom from the darkness and to rule over all men!",Acid fist: Melee attack dealing 2 wounds to your enemy when you tackle an enemy.,Acid Resistance: Immune to Acid effects.,1,S,Ferocious Lizard Man,Med3,40,4,0.55,0.72,0.06,0.15,0.04,0.01,0.01,,Acid fist,Melee attack dealing 2 wounds to your enemy when you tackle an enemy.,Acid,Buff,Wound,2,Number,Tackling,Acid Resistance,Acid
615,SE2S0660,2,Scruffy Sphernoh,SewerBeast,Acid,"Banshed to the underground for centuries, the Sewer Beasts rise to win their freedom from the darkness and to rule over all men!",Acid fist: Melee attack dealing 2 wounds to your enemy when you tackle an enemy.,Acid Resistance: Immune to Acid effects.,1,S,Ferocious Lizard Man,Med3,40,4,0.55,0.72,0.06,0.15,0.04,0.01,0.01,,Acid fist,Melee attack dealing 2 wounds to your enemy when you tackle an enemy.,Acid,Buff,Wound,2,Number,Tackling,Acid Resistance,Acid
616,SE2DL0661,2,Fox Holo,SewerBeast,Acid,"Banshed to the underground for centuries, the Sewer Beasts rise to win their freedom from the darkness and to rule over all men!",Acid fist: Melee attack dealing 2 wounds to your enemy when you tackle an enemy.,Acid Resistance: Immune to Acid effects.,1,DL,Huge Swamp Beast,Big3,50,5,0.45,0.57,0.03,0.06,0.08,0.07,0.05,,Acid fist,Melee attack dealing 2 wounds to your enemy when you tackle an enemy.,Acid,Buff,Wound,2,Number,Tackling,Acid Resistance,Acid
617,SE2DL0662,2,Archibald Qeri,SewerBeast,Acid,"Banshed to the underground for centuries, the Sewer Beasts rise to win their freedom from the darkness and to rule over all men!",Acid fist: Melee attack dealing 2 wounds to your enemy when you tackle an enemy.,Acid Resistance: Immune to Acid effects.,1,DL,Huge Swamp Beast,Big3,50,5,0.45,0.57,0.03,0.06,0.08,0.07,0.05,,Acid fist,Melee attack dealing 2 wounds to your enemy when you tackle an enemy.,Acid,Buff,Wound,2,Number,Tackling,Acid Resistance,Acid
618,SE2DL0663,2,George Raaga,SewerBeast,Acid,"Banshed to the underground for centuries, the Sewer Beasts rise to win their freedom from the darkness and to rule over all men!",Acid fist: Melee attack dealing 2 wounds to your enemy when you tackle an enemy.,Acid Resistance: Immune to Acid effects.,1,DL,Huge Swamp Beast,Big3,50,5,0.45,0.57,0.03,0.06,0.08,0.07,0.05,,Acid fist,Melee attack dealing 2 wounds to your enemy when you tackle an enemy.,Acid,Buff,Wound,2,Number,Tackling,Acid Resistance,Acid
619,SE2DB0664,2,Sonny Sanis,SewerBeast,Acid,"Banshed to the underground for centuries, the Sewer Beasts rise to win their freedom from the darkness and to rule over all men!",Acid fist: Melee attack dealing 2 wounds to your enemy when you tackle an enemy.,Acid Resistance: Immune to Acid effects.,1,DB,Quick Rat Man,Fast3,30,3,0.6,0.77,0.06,0.12,0.06,0.01,0.01,,Acid fist,Melee attack dealing 2 wounds to your enemy when you tackle an enemy.,Acid,Buff,Wound,2,Number,Tackling,Acid Resistance,Acid
620,SE2DB0665,2,Charles Qokkid,SewerBeast,Acid,"Banshed to the underground for centuries, the Sewer Beasts rise to win their freedom from the darkness and to rule over all men!",Acid fist: Melee attack dealing 2 wounds to your enemy when you tackle an enemy.,Acid Resistance: Immune to Acid effects.,1,DB,Quick Rat Man,Fast3,30,3,0.6,0.77,0.06,0.12,0.06,0.01,0.01,,Acid fist,Melee attack dealing 2 wounds to your enemy when you tackle an enemy.,Acid,Buff,Wound,2,Number,Tackling,Acid Resistance,Acid
621,SE3RB0666,3,Dusty Nokuscuth,SewerBeast,Acid,"Banshed to the underground for centuries, the Sewer Beasts rise to win their freedom from the darkness and to rule over all men!",Acid fist: Melee attack dealing 2 wounds to your enemy when you tackle an enemy.,Acid Resistance: Immune to Acid effects.,1,RB,Ferocious Lizard Man,Med3,50,5,0.65,0.74,0.07,0.18,0.06,0.02,0.02,,Acid fist,Melee attack dealing 2 wounds to your enemy when you tackle an enemy.,Acid,Buff,Wound,2,Number,Tackling,Acid Resistance,Acid
622,SE3OL0667,3,Tigger Diruvnam,SewerBeast,Acid,"Banshed to the underground for centuries, the Sewer Beasts rise to win their freedom from the darkness and to rule over all men!",Acid fist: Melee attack dealing 2 wounds to your enemy when you tackle an enemy.,Acid Resistance: Immune to Acid effects.,1,OL,Huge Swamp Beast,Big3,60,6,0.55,0.59,0.04,0.09,0.1,0.08,0.06,,Acid fist,Melee attack dealing 2 wounds to your enemy when you tackle an enemy.,Acid,Buff,Wound,2,Number,Tackling,Acid Resistance,Acid
623,SE3OL0668,3,Denzil Jakunum,SewerBeast,Acid,"Banshed to the underground for centuries, the Sewer Beasts rise to win their freedom from the darkness and to rule over all men!",Acid fist: Melee attack dealing 2 wounds to your enemy when you tackle an enemy.,Acid Resistance: Immune to Acid effects.,1,OL,Huge Swamp Beast,Big3,60,6,0.55,0.59,0.04,0.09,0.1,0.08,0.06,,Acid fist,Melee attack dealing 2 wounds to your enemy when you tackle an enemy.,Acid,Buff,Wound,2,Number,Tackling,Acid Resistance,Acid
624,SE3OL0669,3,Dynamite Sadugath,SewerBeast,Acid,"Banshed to the underground for centuries, the Sewer Beasts rise to win their freedom from the darkness and to rule over all men!",Acid fist: Melee attack dealing 2 wounds to your enemy when you tackle an enemy.,Acid Resistance: Immune to Acid effects.,1,OL,Huge Swamp Beast,Big3,60,6,0.55,0.59,0.04,0.09,0.1,0.08,0.06,,Acid fist,Melee attack dealing 2 wounds to your enemy when you tackle an enemy.,Acid,Buff,Wound,2,Number,Tackling,Acid Resistance,Acid
625,SE3R0670,3,Cirrus Ulejeh,SewerBeast,Acid,"Banshed to the underground for centuries, the Sewer Beasts rise to win their freedom from the darkness and to rule over all men!",Acid fist: Melee attack dealing 2 wounds to your enemy when you tackle an enemy.,Acid Resistance: Immune to Acid effects.,1,R,Quick Rat Man,Fast3,40,4,0.7,0.79,0.07,0.15,0.08,0.02,0.02,,Acid fist,Melee attack dealing 2 wounds to your enemy when you tackle an enemy.,Acid,Buff,Wound,2,Number,Tackling,Acid Resistance,Acid
626,SE3R0671,3,Coconut Lonu,SewerBeast,Acid,"Banshed to the underground for centuries, the Sewer Beasts rise to win their freedom from the darkness and to rule over all men!",Acid fist: Melee attack dealing 2 wounds to your enemy when you tackle an enemy.,Acid Resistance: Immune to Acid effects.,1,R,Quick Rat Man,Fast3,40,4,0.7,0.79,0.07,0.15,0.08,0.02,0.02,,Acid fist,Melee attack dealing 2 wounds to your enemy when you tackle an enemy.,Acid,Buff,Wound,2,Number,Tackling,Acid Resistance,Acid
627,SE3S0672,3,Buzz Nodoh,SewerBeast,Acid,"Banshed to the underground for centuries, the Sewer Beasts rise to win their freedom from the darkness and to rule over all men!",Acid fist: Melee attack dealing 2 wounds to your enemy when you tackle an enemy.,Acid Resistance: Immune to Acid effects.,1,S,Ferocious Lizard Man,Med3,50,5,0.65,0.74,0.07,0.18,0.06,0.02,0.02,,Acid fist,Melee attack dealing 2 wounds to your enemy when you tackle an enemy.,Acid,Buff,Wound,2,Number,Tackling,Acid Resistance,Acid
628,SE3S0673,3,Trevor Jirluh,SewerBeast,Acid,"Banshed to the underground for centuries, the Sewer Beasts rise to win their freedom from the darkness and to rule over all men!",Acid fist: Melee attack dealing 2 wounds to your enemy when you tackle an enemy.,Acid Resistance: Immune to Acid effects.,1,S,Ferocious Lizard Man,Med3,50,5,0.65,0.74,0.07,0.18,0.06,0.02,0.02,,Acid fist,Melee attack dealing 2 wounds to your enemy when you tackle an enemy.,Acid,Buff,Wound,2,Number,Tackling,Acid Resistance,Acid
629,SE3DL0674,3,Prince Jonath,SewerBeast,Acid,"Banshed to the underground for centuries, the Sewer Beasts rise to win their freedom from the darkness and to rule over all men!",Acid fist: Melee attack dealing 2 wounds to your enemy when you tackle an enemy.,Acid Resistance: Immune to Acid effects.,1,DL,Huge Swamp Beast,Big3,60,6,0.55,0.59,0.04,0.09,0.1,0.08,0.06,,Acid fist,Melee attack dealing 2 wounds to your enemy when you tackle an enemy.,Acid,Buff,Wound,2,Number,Tackling,Acid Resistance,Acid
630,SE3DL0675,3,Yoshi Dulvul,SewerBeast,Acid,"Banshed to the underground for centuries, the Sewer Beasts rise to win their freedom from the darkness and to rule over all men!",Acid fist: Melee attack dealing 2 wounds to your enemy when you tackle an enemy.,Acid Resistance: Immune to Acid effects.,1,DL,Huge Swamp Beast,Big3,60,6,0.55,0.59,0.04,0.09,0.1,0.08,0.06,,Acid fist,Melee attack dealing 2 wounds to your enemy when you tackle an enemy.,Acid,Buff,Wound,2,Number,Tackling,Acid Resistance,Acid
631,SE3DL0676,3,Jared Qugujex,SewerBeast,Acid,"Banshed to the underground for centuries, the Sewer Beasts rise to win their freedom from the darkness and to rule over all men!",Acid fist: Melee attack dealing 2 wounds to your enemy when you tackle an enemy.,Acid Resistance: Immune to Acid effects.,1,DL,Huge Swamp Beast,Big3,60,6,0.55,0.59,0.04,0.09,0.1,0.08,0.06,,Acid fist,Melee attack dealing 2 wounds to your enemy when you tackle an enemy.,Acid,Buff,Wound,2,Number,Tackling,Acid Resistance,Acid
632,SE3DB0677,3,Ulysses Vigulvol,SewerBeast,Acid,"Banshed to the underground for centuries, the Sewer Beasts rise to win their freedom from the darkness and to rule over all men!",Acid fist: Melee attack dealing 2 wounds to your enemy when you tackle an enemy.,Acid Resistance: Immune to Acid effects.,1,DB,Quick Rat Man,Fast3,40,4,0.7,0.79,0.07,0.15,0.08,0.02,0.02,,Acid fist,Melee attack dealing 2 wounds to your enemy when you tackle an enemy.,Acid,Buff,Wound,2,Number,Tackling,Acid Resistance,Acid
633,SE3DB0678,3,Echo Vukivum,SewerBeast,Acid,"Banshed to the underground for centuries, the Sewer Beasts rise to win their freedom from the darkness and to rule over all men!",Acid fist: Melee attack dealing 2 wounds to your enemy when you tackle an enemy.,Acid Resistance: Immune to Acid effects.,1,DB,Quick Rat Man,Fast3,40,4,0.7,0.79,0.07,0.15,0.08,0.02,0.02,,Acid fist,Melee attack dealing 2 wounds to your enemy when you tackle an enemy.,Acid,Buff,Wound,2,Number,Tackling,Acid Resistance,Acid
634,SE1QB0679,1,Dirk Cracklebone,SewerBeast,Acid,"Banshed to the underground for centuries, the Sewer Beasts rise to win their freedom from the darkness and to rule over all men!",Acid fist: Melee attack dealing 2 wounds to your enemy when you tackle an enemy.,Acid Resistance: Immune to Acid effects.,1,QB,Dirk Cracklebone,QB,30,4,0.15,0.1,0.01,0.05,0.01,0.02,0.01,,Acid fist,Melee attack dealing 2 wounds to your enemy when you tackle an enemy.,Acid,Buff,Wound,2,Number,Tackling,Acid Resistance,Acid
635,SE4RB0685,4,Fido Thukua,SewerBeast,Acid,"Banshed to the underground for centuries, the Sewer Beasts rise to win their freedom from the darkness and to rule over all men!",Acid fist: Melee attack dealing 2 wounds to your enemy when you tackle an enemy.,Acid Resistance: Immune to Acid effects.,1,RB,Ferocious Lizard Man,Med2,60,6,0.75,0.76,0.08,0.21,0.08,0.03,0.03,,Acid fist,Melee attack dealing 2 wounds to your enemy when you tackle an enemy.,Acid,Buff,Wound,2,Number,Tackling,Acid Resistance,Acid
636,SE4OL0686,4,Scorpio Hemiggu,SewerBeast,Acid,"Banshed to the underground for centuries, the Sewer Beasts rise to win their freedom from the darkness and to rule over all men!",Acid fist: Melee attack dealing 2 wounds to your enemy when you tackle an enemy.,Acid Resistance: Immune to Acid effects.,1,OL,Huge Swamp Beast,Big2,70,7,0.65,0.61,0.05,0.12,0.12,0.09,0.07,,Acid fist,Melee attack dealing 2 wounds to your enemy when you tackle an enemy.,Acid,Buff,Wound,2,Number,Tackling,Acid Resistance,Acid
637,SE4OL0687,4,Perry Qodeth,SewerBeast,Acid,"Banshed to the underground for centuries, the Sewer Beasts rise to win their freedom from the darkness and to rule over all men!",Acid fist: Melee attack dealing 2 wounds to your enemy when you tackle an enemy.,Acid Resistance: Immune to Acid effects.,1,OL,Huge Swamp Beast,Med2,70,7,0.65,0.61,0.05,0.12,0.12,0.09,0.07,,Acid fist,Melee attack dealing 2 wounds to your enemy when you tackle an enemy.,Acid,Buff,Wound,2,Number,Tackling,Acid Resistance,Acid
638,SE4OL0688,4,Theo Gezrih,SewerBeast,Acid,"Banshed to the underground for centuries, the Sewer Beasts rise to win their freedom from the darkness and to rule over all men!",Acid fist: Melee attack dealing 2 wounds to your enemy when you tackle an enemy.,Acid Resistance: Immune to Acid effects.,1,OL,Huge Swamp Beast,Med2,70,7,0.65,0.61,0.05,0.12,0.12,0.09,0.07,,Acid fist,Melee attack dealing 2 wounds to your enemy when you tackle an enemy.,Acid,Buff,Wound,2,Number,Tackling,Acid Resistance,Acid
639,SE4R0689,4,Lance Jabaax,SewerBeast,Acid,"Banshed to the underground for centuries, the Sewer Beasts rise to win their freedom from the darkness and to rule over all men!",Acid fist: Melee attack dealing 2 wounds to your enemy when you tackle an enemy.,Acid Resistance: Immune to Acid effects.,1,R,Quick Rat Man,Fast2,50,5,0.8,0.81,0.08,0.18,0.1,0.03,0.03,,Acid fist,Melee attack dealing 2 wounds to your enemy when you tackle an enemy.,Acid,Buff,Wound,2,Number,Tackling,Acid Resistance,Acid
640,SE4R0690,4,Lion Jineh,SewerBeast,Acid,"Banshed to the underground for centuries, the Sewer Beasts rise to win their freedom from the darkness and to rule over all men!",Acid fist: Melee attack dealing 2 wounds to your enemy when you tackle an enemy.,Acid Resistance: Immune to Acid effects.,1,R,Quick Rat Man,Fast2,50,5,0.8,0.81,0.08,0.18,0.1,0.03,0.03,,Acid fist,Melee attack dealing 2 wounds to your enemy when you tackle an enemy.,Acid,Buff,Wound,2,Number,Tackling,Acid Resistance,Acid
641,SE4S0691,4,Hopper Jukived,SewerBeast,Acid,"Banshed to the underground for centuries, the Sewer Beasts rise to win their freedom from the darkness and to rule over all men!",Acid fist: Melee attack dealing 2 wounds to your enemy when you tackle an enemy.,Acid Resistance: Immune to Acid effects.,1,S,Ferocious Lizard Man,Med2,60,6,0.75,0.76,0.08,0.21,0.08,0.03,0.03,,Acid fist,Melee attack dealing 2 wounds to your enemy when you tackle an enemy.,Acid,Buff,Wound,2,Number,Tackling,Acid Resistance,Acid
642,SE4S0692,4,Solomon Qujangam,SewerBeast,Acid,"Banshed to the underground for centuries, the Sewer Beasts rise to win their freedom from the darkness and to rule over all men!",Acid fist: Melee attack dealing 2 wounds to your enemy when you tackle an enemy.,Acid Resistance: Immune to Acid effects.,1,S,Ferocious Lizard Man,Med2,60,6,0.75,0.76,0.08,0.21,0.08,0.03,0.03,,Acid fist,Melee attack dealing 2 wounds to your enemy when you tackle an enemy.,Acid,Buff,Wound,2,Number,Tackling,Acid Resistance,Acid
643,SE4DL0693,4,Leo Dizima,SewerBeast,Acid,"Banshed to the underground for centuries, the Sewer Beasts rise to win their freedom from the darkness and to rule over all men!",Acid fist: Melee attack dealing 2 wounds to your enemy when you tackle an enemy.,Acid Resistance: Immune to Acid effects.,1,DL,Huge Swamp Beast,Big2,70,7,0.65,0.61,0.05,0.12,0.12,0.09,0.07,,Acid fist,Melee attack dealing 2 wounds to your enemy when you tackle an enemy.,Acid,Buff,Wound,2,Number,Tackling,Acid Resistance,Acid
644,SE4DL0694,4,Ryan Khegridom,SewerBeast,Acid,"Banshed to the underground for centuries, the Sewer Beasts rise to win their freedom from the darkness and to rule over all men!",Acid fist: Melee attack dealing 2 wounds to your enemy when you tackle an enemy.,Acid Resistance: Immune to Acid effects.,1,DL,Huge Swamp Beast,Med2,70,7,0.65,0.61,0.05,0.12,0.12,0.09,0.07,,Acid fist,Melee attack dealing 2 wounds to your enemy when you tackle an enemy.,Acid,Buff,Wound,2,Number,Tackling,Acid Resistance,Acid
